0.00101354,0.00160364,0.00337073,0.00318739,0.00316379,0.00654346,0.00801426,0.00767643,0.0102949,0.013734,0.05649,0.0235076,0.0615347,0.0228347,Inf
0.00150628,0.0016993,0.00161815,0.00435622,0.00467372,0.00483719,0.0109488,0.0113858,0.0164771,0.00642875,0.0162805,0.0224527,0.0186187,Inf,Inf
0.00259627,0.002454,0.00263169,0.00169162,0.00291401,0.00510557,0.00728537,0.0123884,0.0110704,0.0223641,0.0183758,0.022151,0.0570594,0.0308495,0.0403099
0.00135506,0.00224881,0.00243759,0.00224018,0.00357723,0.00429535,0.00770602,0.00842181,0.00822049,0.0116611,0.0257167,0.0281615,0.0290359,0.048312,0.0462586
0.00109759,0.00217146,0.00384813,0.00236475,0.00438407,0.00395101,0.00680432,0.0126737,0.0065973,0.014373,0.0162162,0.0114346,0.0152311,0.0477492,0.0262243
0.00203711,0.00163159,0.00472835,0.00264243,0.00373931,0.00330417,0.0055807,0.0145015,0.0102668,0.0163324,0.0139555,0.0291944,0.0406451,0.023717,0.0604339
0.00220157,0.00278678,0.00161837,0.00302511,0.00494201,0.00527201,0.00752273,0.00522531,0.0101772,0.0164637,0.0236724,0.0444057,0.020347,0.0382031,0.0349873
0.0015767,0.00229784,0.00177279,0.00206418,0.00353478,0.00440653,0.00499373,0.00665791,0.0149312,0.0114462,0.0244697,0.02797,0.0376373,0.0341661,Inf
0.001136,0.00267397,0.00314977,0.00376648,0.00533928,0.0059215,0.00967324,0.0100852,0.0159265,0.0195408,0.0176319,0.021081,0.0191178,0.0264671,0.0484603
0.00189352,0.00279247,0.00222279,0.00306843,0.00527017,0.0054533,0.00567894,0.00494304,0.00905923,0.0278722,0.0179929,0.0264456,0.0396127,0.0304761,0.038795
0.00140465,0.0020723,0.00237481,0.00236973,0.00361988,0.00549798,0.00789332,0.0132856,0.0122291,0.0147464,0.0153435,0.0171138,0.0166726,0.0404884,0.0318986
0.00147847,0.00241623,0.00322102,0.00487448,0.00352064,0.00489129,0.00397113,0.0102213,0.00781055,0.0130266,0.02594,0.0315255,0.0143957,0.0352364,0.0425881
0.00135892,0.00212602,0.00287291,0.00177641,0.00277311,0.00678554,0.00564069,0.00629999,0.0103775,0.0228253,0.0203944,0.0164942,0.025565,0.043431,0.0305432
0.00167813,0.00172772,0.00214459,0.00214342,0.0031571,0.00581095,0.00534977,0.00878113,0.00885545,0.0179466,0.0126457,0.0225372,0.025783,0.0442887,0.0294946
0.0019793,0.00226242,0.00269134,0.00420134,0.00473647,0.00232927,0.00555255,0.00801716,0.0059788,0.0160499,0.0177159,0.0135549,0.0377242,Inf,0.0382217
0.00171491,0.00318483,0.00236674,0.00206474,0.00291209,0.00319211,0.00949944,0.00564866,0.00801962,0.0151499,0.0196769,0.0252977,0.026152,0.0503442,0.0335006
0.00176485,0.00211945,0.00305967,0.00302308,0.00340627,0.00464677,0.00481738,0.0068558,0.00921671,0.0262182,0.0192503,0.0153842,0.0256081,Inf,0.0289471
0.00172581,0.00124279,0.00187879,0.00247565,0.00251713,0.0055033,0.00551645,0.00523348,0.00859469,0.0148644,0.0201336,0.0185239,0.0176377,0.0384753,0.0333613
0.0016681,0.00138316,0.00234461,0.00278021,0.00232718,0.00414134,0.00580027,0.00942976,0.00799684,0.0287124,0.0146949,0.0309932,0.0270231,0.0197564,0.0368309
0.00136507,0.00321453,0.0020815,0.00415326,0.00310605,0.00435944,0.00769639,0.0087031,0.00958992,0.0311441,0.0182812,0.0253805,0.0551226,0.0300419,Inf
